time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16
5.509181976318359375e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
6.010016918182373047e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
6.510851383209228516e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.011686325073242188e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.512520790100097656e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.013355255126953125e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.514190673828125000e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.015025138854980469e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.515859603881835938e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,9.295326232910156250e+00,7.428669929504394531e-01,8.510628938674926758e-01,1.329063534736633301e+00,7.753829956054687500e+00,7.703408241271972656e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.861897349357604980e+00,8.046284675598144531e+00,2.066921472549438477e+00,2.033001422882080078e+00
1.001669406890869141e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.475408554077148438e+00,1.409081578254699707e+00,1.778822064399719238e+00,8.619258999824523926e-01,3.052980184555053711e+00,4.910570144653320312e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.710824489593505859e+00,7.857918262481689453e+00,7.030052185058593750e+00,6.064114570617675781e+00
1.051752948760986328e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.085158348083496094e+00,1.332649111747741699e+00,2.214956998825073242e+00,8.421646356582641602e-01,2.309121608734130859e+00,3.358000993728637695e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.712858200073242188e+00,7.640740394592285156e+00,7.389671802520751953e+00,6.848793029785156250e+00
1.101836395263671875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.242334842681884766e+00,1.309257984161376953e+00,2.461036443710327148e+00,9.206421971321105957e-01,2.857844591140747070e+00,3.605807065963745117e+00,5.000005245208740234e+00,5.000005245208740234e+00,6.787975311279296875e+00,7.512800693511962891e+00,7.003386974334716797e+00,6.469229221343994141e+00
1.151919841766357422e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.491559028625488281e+00,1.294273257255554199e+00,2.590670347213745117e+00,9.386958479881286621e-01,3.260545730590820312e+00,3.968776226043701172e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.271985054016113281e+00,7.447453022003173828e+00,6.646985530853271484e+00,6.119927883148193359e+00
1.202003383636474609e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.466012954711914062e+00,1.289088368415832520e+00,2.664251565933227539e+00,9.436843991279602051e-01,3.619965076446533203e+00,4.226819515228271484e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.351099967956542969e+00,7.405177116394042969e+00,6.363504409790039062e+00,5.855528831481933594e+00
1.252086830139160156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.509493827819824219e+00,1.287166357040405273e+00,2.709821701049804688e+00,9.460865855216979980e-01,3.930743694305419922e+00,4.415826797485351562e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.438176631927490234e+00,7.373795986175537109e+00,6.094775199890136719e+00,5.649973392486572266e+00
1.302170276641845703e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.504168987274169922e+00,1.286463618278503418e+00,2.743762493133544922e+00,9.473966360092163086e-01,4.198590755462646484e+00,4.559244155883789062e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.446320056915283203e+00,7.359420299530029297e+00,5.843640804290771484e+00,5.493102550506591797e+00
1.352253723144531250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.457055568695068359e+00,1.286213994026184082e+00,2.770542144775390625e+00,9.481866955757141113e-01,4.433880805969238281e+00,4.677310943603515625e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.398886203765869141e+00,7.354426860809326172e+00,5.619421005249023438e+00,5.380720138549804688e+00
1.402337265014648438e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.412656307220458984e+00,1.286129951477050781e+00,2.791491985321044922e+00,9.487122297286987305e-01,4.644482135772705078e+00,4.776781082153320312e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.351212024688720703e+00,7.352139472961425781e+00,5.424942016601562500e+00,5.299747943878173828e+00
1.452420711517333984e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.391907215118408203e+00,1.286126375198364258e+00,2.807648420333862305e+00,9.490864276885986328e-01,4.833415031433105469e+00,4.859950065612792969e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.328731060028076172e+00,7.349722862243652344e+00,5.256448745727539062e+00,5.238829135894775391e+00
1.502504158020019531e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.392465114593505859e+00,1.286233901977539062e+00,2.820132493972778320e+00,9.493728876113891602e-01,5.002042293548583984e+00,4.929146289825439453e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.329603672027587891e+00,7.346822261810302734e+00,5.109423637390136719e+00,5.191260337829589844e+00
1.552587604522705078e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.397078514099121094e+00,1.286744475364685059e+00,2.829958438873291016e+00,9.496249556541442871e-01,5.151440620422363281e+00,4.986723899841308594e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.335013866424560547e+00,7.343955516815185547e+00,4.980154991149902344e+00,5.153135299682617188e+00
1.602671051025390625e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.396774291992187500e+00,1.289063811302185059e+00,2.837756633758544922e+00,9.499317407608032227e-01,5.282908439636230469e+00,5.034715175628662109e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.336026668548583984e+00,7.341191768646240234e+00,4.865894794464111328e+00,5.121971607208251953e+00
1.652754592895507812e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.389595508575439453e+00,1.298892140388488770e+00,2.843970775604248047e+00,9.504654407501220703e-01,5.397977352142333984e+00,5.074825286865234375e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.335942745208740234e+00,7.338435173034667969e+00,4.764615535736083984e+00,5.096109390258789062e+00
1.702838134765625000e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.358134746551513672e+00,1.333285808563232422e+00,2.849011898040771484e+00,9.513320922851562500e-01,5.498306751251220703e+00,5.108457088470458984e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.354256629943847656e+00,7.335609436035156250e+00,4.674765586853027344e+00,5.074403285980224609e+00
1.752921485900878906e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,9.265479087829589844e+00,1.617028713226318359e-01,2.878076791763305664e+00,8.412049293518066406e+00,3.061627626419067383e+00,1.409048318862915039e+00,5.669361591339111328e+00,5.163610935211181641e+00,5.000005245208740234e+00,2.833584249019622803e-01,6.320248603820800781e+00,6.933670997619628906e+00,4.605951309204101562e+00,5.047879219055175781e+00
1.803005027770996094e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.654129028320312500e+00,1.709258556365966797e+00,2.802316665649414062e+00,4.282836318016052246e-01,2.465100049972534180e+00,4.135060012340545654e-01,5.664339065551757812e+00,5.168899536132812500e+00,5.000005245208740234e+00,5.427124977111816406e+00,6.991201877593994141e+00,7.615996360778808594e+00,4.596449375152587891e+00,5.081713199615478516e+00
1.853088569641113281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,3.999883413314819336e+00,1.684279084205627441e+00,3.897649765014648438e+00,1.183320522308349609e+00,2.271458864212036133e+00,9.435195922851562500e-01,5.761261940002441406e+00,5.215043067932128906e+00,5.000005245208740234e+00,6.655597686767578125e+00,6.074139595031738281e+00,7.516679763793945312e+00,4.529957294464111328e+00,5.061063766479492188e+00
1.903171920776367188e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.950854539871215820e+00,1.579374432563781738e+00,4.414354801177978516e+00,1.249720692634582520e+00,2.233278512954711914e+00,9.504354000091552734e-01,5.768844127655029297e+00,5.232981681823730469e+00,5.000005245208740234e+00,7.251322746276855469e+00,5.712624549865722656e+00,7.573353290557861328e+00,4.541086196899414062e+00,5.055859565734863281e+00
1.953255462646484375e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.619569301605224609e+00,1.513962626457214355e+00,4.751158714294433594e+00,1.271011948585510254e+00,2.305371999740600586e+00,9.405983686447143555e-01,5.722205638885498047e+00,5.229596614837646484e+00,5.000005245208740234e+00,7.457848072052001953e+00,5.697997570037841797e+00,7.550956249237060547e+00,4.590471267700195312e+00,5.054843425750732422e+00
2.003338813781738281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.517483472824096680e+00,1.488151788711547852e+00,5.134011268615722656e+00,1.279890537261962891e+00,2.396642446517944336e+00,9.402315616607666016e-01,5.651581764221191406e+00,5.214344978332519531e+00,5.000005245208740234e+00,7.526706218719482422e+00,6.014873027801513672e+00,7.513446807861328125e+00,4.650226116180419922e+00,5.061007976531982422e+00
2.053422355651855469e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.488059997558593750e+00,1.479531049728393555e+00,5.026208400726318359e+00,1.283807635307312012e+00,2.475985765457153320e+00,9.421258568763732910e-01,5.583366870880126953e+00,5.192628383636474609e+00,5.000005245208740234e+00,7.555201530456542969e+00,5.787097454071044922e+00,7.477070808410644531e+00,4.699806213378906250e+00,5.068636894226074219e+00
2.103505897521972656e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.475684404373168945e+00,1.476823687553405762e+00,4.892723083496093750e+00,1.285304546356201172e+00,2.537368059158325195e+00,9.440737962722778320e-01,5.532761096954345703e+00,5.171069622039794922e+00,5.000005245208740234e+00,7.552259445190429688e+00,5.580361366271972656e+00,7.441946983337402344e+00,4.730224609375000000e+00,5.074189186096191406e+00
2.153589248657226562e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.484072446823120117e+00,1.475996136665344238e+00,4.917593002319335938e+00,1.285849928855895996e+00,2.581950902938842773e+00,9.456063508987426758e-01,5.505392074584960938e+00,5.155188083648681641e+00,5.000005245208740234e+00,7.594220638275146484e+00,5.605108261108398438e+00,7.404750347137451172e+00,4.741542816162109375e+00,5.077405929565429688e+00
2.203672790527343750e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.517518043518066406e+00,1.475779056549072266e+00,4.959160804748535156e+00,1.286064267158508301e+00,2.614516496658325195e+00,9.467368125915527344e-01,5.498215675354003906e+00,5.145427227020263672e+00,5.000005245208740234e+00,7.715846061706542969e+00,5.658989906311035156e+00,7.369329452514648438e+00,4.735290050506591797e+00,5.077009677886962891e+00
2.253756332397460938e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.586127042770385742e+00,1.475765109062194824e+00,5.002202987670898438e+00,1.286154985427856445e+00,2.643072843551635742e+00,9.475510716438293457e-01,5.507476806640625000e+00,5.141970634460449219e+00,5.000005245208740234e+00,7.958755493164062500e+00,5.717175006866455078e+00,7.350636005401611328e+00,4.715642929077148438e+00,5.073941230773925781e+00
2.303839683532714844e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.700468301773071289e+00,1.475917100906372070e+00,5.021401405334472656e+00,1.286248683929443359e+00,2.667263984680175781e+00,9.481653571128845215e-01,5.529505729675292969e+00,5.143932342529296875e+00,5.000005245208740234e+00,8.362105369567871094e+00,5.744217872619628906e+00,7.339486122131347656e+00,4.687033653259277344e+00,5.069131851196289062e+00
2.353923225402832031e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.815379381179809570e+00,1.476289987564086914e+00,5.027480602264404297e+00,1.286393880844116211e+00,2.687411069869995117e+00,9.486531615257263184e-01,5.560191154479980469e+00,5.149603843688964844e+00,5.000005245208740234e+00,8.767682075500488281e+00,5.753828525543212891e+00,7.331439495086669922e+00,4.652449607849121094e+00,5.062880516052246094e+00
2.404006767272949219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.878828525543212891e+00,1.476975679397583008e+00,5.012349128723144531e+00,1.286590337753295898e+00,2.703816890716552734e+00,9.490244984626770020e-01,5.596237659454345703e+00,5.157695293426513672e+00,5.000005245208740234e+00,8.992907524108886719e+00,5.735010147094726562e+00,7.323705196380615234e+00,4.614263534545898438e+00,5.055694580078125000e+00
2.454090118408203125e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.819318294525146484e+00,1.479223132133483887e+00,4.989268779754638672e+00,1.287302017211914062e+00,2.718550443649291992e+00,9.494999051094055176e-01,5.635025978088378906e+00,5.167221546173095703e+00,5.000005245208740234e+00,8.787581443786621094e+00,5.705123901367187500e+00,7.319778442382812500e+00,4.574151515960693359e+00,5.048006057739257812e+00
2.504173660278320312e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.670814037322998047e+00,1.483801603317260742e+00,4.969749450683593750e+00,1.288573741912841797e+00,2.731528043746948242e+00,9.500162005424499512e-01,5.674717903137207031e+00,5.177437305450439453e+00,5.000005245208740234e+00,8.273495674133300781e+00,5.679596424102783203e+00,7.317536354064941406e+00,4.533470153808593750e+00,5.040146350860595703e+00
2.554257011413574219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.621898651123046875e+00,1.492034554481506348e+00,4.952753543853759766e+00,1.290574073791503906e+00,2.743121147155761719e+00,9.505757093429565430e-01,5.714070796966552734e+00,5.187846183776855469e+00,5.000005245208740234e+00,8.119709968566894531e+00,5.657032012939453125e+00,7.316669940948486328e+00,4.493227005004882812e+00,5.032380104064941406e+00
2.604340553283691406e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.587873697280883789e+00,1.506214380264282227e+00,4.940142154693603516e+00,1.293673038482666016e+00,2.753328323364257812e+00,9.512336850166320801e-01,5.752247333526611328e+00,5.198096275329589844e+00,5.000005245208740234e+00,8.034018516540527344e+00,5.639835834503173828e+00,7.316061496734619141e+00,4.454137325286865234e+00,5.024870872497558594e+00
2.654424095153808594e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.554808616638183594e+00,1.529376387596130371e+00,4.931092739105224609e+00,1.298093795776367188e+00,2.762313127517700195e+00,9.519504904747009277e-01,5.788684844970703125e+00,5.207962036132812500e+00,5.000005245208740234e+00,7.976891517639160156e+00,5.626925468444824219e+00,7.315375804901123047e+00,4.416671276092529297e+00,5.017722606658935547e+00
2.704507446289062500e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.515567302703857422e+00,1.566141605377197266e+00,4.925215721130371094e+00,1.303914189338684082e+00,2.770256996154785156e+00,9.526569843292236328e-01,5.823045253753662109e+00,5.217301368713378906e+00,5.000005245208740234e+00,7.937701225280761719e+00,5.617757320404052734e+00,7.314463138580322266e+00,4.381137847900390625e+00,5.010999679565429688e+00
2.754590988159179688e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.463031530380249023e+00,1.623857259750366211e+00,4.922100067138671875e+00,1.310777068138122559e+00,2.777333736419677734e+00,9.531977772712707520e-01,5.855146884918212891e+00,5.226041316986083984e+00,5.000005245208740234e+00,7.914310932159423828e+00,5.611619949340820312e+00,7.313237667083740234e+00,4.347720623016357422e+00,5.004734992980957031e+00
2.804674530029296875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.387637853622436523e+00,1.713951706886291504e+00,4.921285629272460938e+00,1.317325592041015625e+00,2.783692121505737305e+00,9.533357620239257812e-01,5.884929656982421875e+00,5.234144210815429688e+00,5.000005245208740234e+00,7.908711433410644531e+00,5.607497215270996094e+00,7.311642169952392578e+00,4.316509246826171875e+00,4.998943328857421875e+00
2.854757881164550781e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.276484966278076172e+00,1.852567434310913086e+00,4.922067642211914062e+00,1.320765137672424316e+00,2.789409160614013672e+00,9.528418779373168945e-01,5.912403106689453125e+00,5.241610050201416016e+00,5.000005245208740234e+00,7.925049304962158203e+00,5.604515552520751953e+00,7.309643745422363281e+00,4.287526130676269531e+00,4.993612766265869141e+00
2.904841423034667969e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.116887569427490234e+00,2.058984756469726562e+00,4.922937870025634766e+00,1.317517518997192383e+00,2.794466018676757812e+00,9.516347646713256836e-01,5.937639713287353516e+00,5.248450756072998047e+00,5.000005245208740234e+00,7.966795444488525391e+00,5.602953433990478516e+00,7.307273864746093750e+00,4.260732173919677734e+00,4.988738059997558594e+00
2.954924964904785156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.907772660255432129e+00,2.350434303283691406e+00,4.921698093414306641e+00,1.305392026901245117e+00,2.798774719238281250e+00,9.499018788337707520e-01,5.960746765136718750e+00,5.254699707031250000e+00,5.000005245208740234e+00,8.032052993774414062e+00,5.604195594787597656e+00,7.304579734802246094e+00,4.236054897308349609e+00,4.984286785125732422e+00
3.005008316040039062e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.671131134033203125e+00,2.730108499526977539e+00,4.916707515716552734e+00,1.285253047943115234e+00,2.802266359329223633e+00,9.479434490203857422e-01,5.981844902038574219e+00,5.260395050048828125e+00,5.000005245208740234e+00,8.110424041748046875e+00,5.609169960021972656e+00,7.301606178283691406e+00,4.213390827178955078e+00,4.980228424072265625e+00
3.055091857910156250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.445814371109008789e+00,3.172629594802856445e+00,4.908077239990234375e+00,1.261306881904602051e+00,2.804966688156127930e+00,9.461015462875366211e-01,6.001069068908691406e+00,5.265571594238281250e+00,5.000005245208740234e+00,8.185941696166992188e+00,5.616897106170654297e+00,7.298340797424316406e+00,4.192626953125000000e+00,4.976537227630615234e+00
3.105175209045410156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.263450384140014648e+00,3.627493858337402344e+00,4.897410869598388672e+00,1.239154100418090820e+00,2.806998491287231445e+00,9.446533918380737305e-01,6.018551826477050781e+00,5.270269870758056641e+00,5.000005245208740234e+00,8.244340896606445312e+00,5.624904632568359375e+00,7.294694423675537109e+00,4.173647403717041016e+00,4.973182201385498047e+00
3.155258750915527344e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.132609963417053223e+00,4.048698425292968750e+00,4.886343955993652344e+00,1.223084807395935059e+00,2.808519840240478516e+00,9.437616467475891113e-01,6.034421920776367188e+00,5.274528980255126953e+00,5.000005245208740234e+00,8.278123855590820312e+00,5.630947589874267578e+00,7.290560722351074219e+00,4.156334400177001953e+00,4.970138072967529297e+00
3.205342102050781250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.044574499130249023e+00,4.416951179504394531e+00,4.875396728515625000e+00,1.214665293693542480e+00,2.809636116027832031e+00,9.434258341789245605e-01,6.048805236816406250e+00,5.278382301330566406e+00,5.000005245208740234e+00,8.286198616027832031e+00,5.634298324584960938e+00,7.285854816436767578e+00,4.140574932098388672e+00,4.967378616333007812e+00
