time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
6.510851383209228516e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.011686325073242188e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.512520790100097656e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.013355255126953125e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.514190673828125000e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.015025138854980469e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.515859603881835938e+00,3.150784015655517578e+00,3.946964740753173828e-01,7.243649959564208984e+00,8.462898254394531250e+00,2.564073085784912109e+00,1.868793368339538574e+00,4.514856338500976562e+00,4.650692462921142578e+00,8.619038581848144531e+00,5.707844257354736328e+00,6.248266100883483887e-01,7.553521633148193359e+00,7.735530853271484375e+00,5.898555278778076172e+00
1.001669406890869141e+01,3.647985458374023438e+00,4.547616839408874512e-01,6.992421627044677734e+00,8.427876472473144531e+00,7.153989315032958984e+00,2.559973478317260742e+00,3.619430780410766602e+00,4.688397407531738281e+00,8.159963607788085938e+00,5.098284244537353516e+00,9.063170552253723145e-01,6.490454196929931641e+00,7.607475280761718750e+00,6.598705768585205078e+00
1.051752948760986328e+01,4.317907810211181641e+00,4.485695362091064453e+00,9.119434356689453125e+00,8.848571777343750000e+00,7.066238403320312500e+00,3.410788774490356445e+00,3.875292778015136719e+00,5.186095714569091797e+00,8.609910011291503906e+00,2.821008205413818359e+00,3.602969348430633545e-01,3.974241256713867188e+00,6.975427150726318359e+00,6.475728511810302734e+00
1.101836395263671875e+01,4.594351291656494141e+00,7.104423999786376953e+00,9.204648017883300781e+00,8.890357017517089844e+00,7.275157451629638672e+00,4.039339542388916016e+00,4.357717037200927734e+00,7.133252143859863281e+00,8.640233039855957031e+00,1.522014617919921875e+00,2.957133352756500244e-01,3.124455451965332031e+00,6.448673725128173828e+00,6.060709953308105469e+00
1.151919841766357422e+01,4.186226367950439453e+00,4.266367912292480469e+00,8.194097518920898438e+00,8.828040122985839844e+00,7.410995483398437500e+00,5.162502765655517578e+00,4.695266723632812500e+00,6.485875129699707031e+00,7.030585765838623047e+00,7.493721842765808105e-01,2.910919487476348877e-01,2.732315063476562500e+00,6.872826576232910156e+00,5.779618263244628906e+00
1.202003383636474609e+01,4.165466308593750000e+00,3.849927186965942383e+00,7.366155624389648438e+00,8.793985366821289062e+00,7.548364162445068359e+00,5.311904907226562500e+00,4.902299404144287109e+00,6.310931205749511719e+00,6.668996810913085938e+00,6.870034933090209961e-01,3.086767494678497314e-01,2.466225147247314453e+00,6.147972106933593750e+00,5.573802471160888672e+00
1.252086830139160156e+01,4.146018028259277344e+00,3.736001729965209961e+00,6.672438621520996094e+00,8.756116867065429688e+00,7.660409450531005859e+00,5.318212032318115234e+00,5.148856163024902344e+00,6.275877952575683594e+00,6.570000171661376953e+00,7.670255303382873535e-01,3.357473611831665039e-01,2.234496355056762695e+00,5.542952537536621094e+00,5.567652702331542969e+00
1.302170276641845703e+01,4.117435932159423828e+00,3.688075065612792969e+00,6.415719032287597656e+00,8.708042144775390625e+00,7.771133422851562500e+00,5.471179008483886719e+00,5.389005184173583984e+00,6.296621322631835938e+00,6.567818641662597656e+00,9.626024365425109863e-01,3.674192726612091064e-01,2.020976066589355469e+00,5.267505645751953125e+00,5.637004852294921875e+00
1.352253723144531250e+01,4.100418090820312500e+00,3.639467954635620117e+00,6.106762886047363281e+00,8.647790908813476562e+00,7.878365039825439453e+00,5.600713253021240234e+00,5.206486225128173828e+00,6.310086250305175781e+00,6.587666034698486328e+00,1.208127021789550781e+00,4.009512960910797119e-01,1.820610404014587402e+00,5.066571712493896484e+00,5.317036151885986328e+00
1.402337265014648438e+01,4.088507652282714844e+00,3.606686592102050781e+00,5.849429130554199219e+00,8.582386016845703125e+00,7.979612827301025391e+00,5.704452991485595703e+00,5.213454246520996094e+00,6.322296142578125000e+00,6.612370967864990234e+00,1.608191370964050293e+00,4.333813488483428955e-01,1.634211897850036621e+00,4.910393238067626953e+00,5.233958721160888672e+00
1.452420711517333984e+01,4.081205844879150391e+00,3.581118822097778320e+00,5.617086887359619141e+00,8.516821861267089844e+00,8.073728561401367188e+00,5.789782524108886719e+00,5.233171939849853516e+00,6.332312583923339844e+00,6.645891189575195312e+00,2.209975719451904297e+00,4.636753201484680176e-01,1.462606191635131836e+00,4.786516666412353516e+00,5.186630725860595703e+00
1.502504158020019531e+01,4.077126979827880859e+00,3.555834054946899414e+00,5.378589630126953125e+00,8.455429077148437500e+00,8.160448074340820312e+00,5.861708641052246094e+00,5.252792358398437500e+00,6.340369224548339844e+00,6.689181804656982422e+00,2.993912458419799805e+00,4.932617843151092529e-01,1.305859327316284180e+00,4.686902523040771484e+00,5.154300689697265625e+00
1.552587604522705078e+01,4.075116157531738281e+00,3.528970956802368164e+00,5.124825000762939453e+00,8.400246620178222656e+00,8.240052223205566406e+00,5.923159122467041016e+00,5.270271301269531250e+00,6.346929550170898438e+00,6.738543033599853516e+00,3.839715003967285156e+00,5.248939990997314453e-01,1.163401842117309570e+00,4.605496883392333984e+00,5.130372524261474609e+00
1.602671051025390625e+01,4.074407100677490234e+00,3.503040790557861328e+00,4.869117736816406250e+00,8.351730346679687500e+00,8.313082695007324219e+00,5.976118564605712891e+00,5.285470485687255859e+00,6.352642059326171875e+00,6.788593292236328125e+00,4.606223583221435547e+00,5.602566599845886230e-01,1.034469842910766602e+00,4.537965774536132812e+00,5.111840724945068359e+00
1.652754592895507812e+01,4.074525833129882812e+00,3.481451988220214844e+00,4.631492614746093750e+00,8.310293197631835938e+00,8.380089759826660156e+00,6.022050857543945312e+00,5.298621177673339844e+00,6.358226776123046875e+00,6.836033821105957031e+00,5.227325916290283203e+00,5.992355942726135254e-01,9.183515310287475586e-01,4.481249332427978516e+00,5.097069740295410156e+00
1.702838134765625000e+01,4.075154304504394531e+00,3.466201066970825195e+00,4.426327705383300781e+00,8.276739120483398438e+00,8.441337585449218750e+00,6.062085151672363281e+00,5.309995651245117188e+00,6.364210128784179688e+00,6.880008220672607422e+00,5.707262039184570312e+00,6.407323479652404785e-01,8.147653937339782715e-01,4.433137416839599609e+00,5.085066795349121094e+00
1.752921485900878906e+01,7.882878303527832031e+00,8.848754882812500000e+00,4.080619513988494873e-01,2.681013584136962891e+00,8.210753440856933594e+00,5.917098045349121094e+00,5.302347183227539062e+00,1.221537232398986816e+00,1.585767418146133423e-01,8.595321655273437500e+00,7.692745685577392578e+00,5.822312235832214355e-01,4.295561313629150391e+00,5.041857242584228516e+00
1.803005027770996094e+01,8.517136573791503906e+00,8.961171150207519531e+00,9.840600967407226562e+00,6.946070194244384766e-01,7.575345039367675781e+00,5.215828895568847656e+00,5.248835563659667969e+00,3.362602233886718750e+00,5.712698698043823242e-01,9.497586250305175781e+00,7.766169071197509766e+00,2.624801099300384521e-01,3.715908050537109375e+00,4.773748397827148438e+00
1.853088569641113281e+01,7.445021629333496094e+00,8.739157676696777344e+00,9.636280059814453125e+00,1.693885684013366699e+00,7.968643188476562500e+00,5.889352798461914062e+00,5.408311367034912109e+00,3.928858041763305664e+00,5.206236243247985840e-01,9.080324172973632812e+00,7.757009029388427734e+00,1.065725207328796387e+00,4.305057525634765625e+00,4.841003894805908203e+00
1.903171920776367188e+01,6.812645912170410156e+00,8.698164939880371094e+00,5.500758171081542969e+00,3.520421504974365234e+00,7.281141757965087891e+00,5.946864604949951172e+00,5.286545276641845703e+00,3.350703716278076172e+00,3.940713405609130859e-01,6.198049068450927734e+00,6.428204536437988281e+00,2.437671661376953125e+00,4.305270195007324219e+00,4.951967716217041016e+00
1.953255462646484375e+01,7.200884819030761719e+00,8.738968849182128906e+00,5.357527256011962891e+00,4.307158470153808594e+00,7.137777805328369141e+00,5.748989582061767578e+00,5.235966205596923828e+00,2.601563453674316406e+00,3.534493148326873779e-01,5.719202041625976562e+00,5.044074058532714844e+00,2.776113271713256836e+00,4.521874904632568359e+00,4.989404201507568359e+00
2.003338813781738281e+01,7.526672840118408203e+00,8.783035278320312500e+00,5.190265655517578125e+00,5.637441158294677734e+00,7.126811504364013672e+00,5.602883815765380859e+00,5.192651271820068359e+00,1.891046285629272461e+00,3.064408600330352783e-01,5.429477691650390625e+00,4.548395633697509766e+00,2.897258281707763672e+00,4.685034275054931641e+00,5.044263362884521484e+00
2.053422355651855469e+01,7.691736698150634766e+00,8.831521987915039062e+00,5.254460334777832031e+00,6.404644012451171875e+00,7.188498973846435547e+00,5.520204067230224609e+00,5.176452159881591797e+00,1.391728997230529785e+00,2.661598920822143555e-01,5.423634052276611328e+00,3.667212486267089844e+00,2.837133169174194336e+00,4.801394939422607422e+00,5.098368167877197266e+00
2.103505897521972656e+01,7.544042110443115234e+00,8.877195358276367188e+00,5.301106929779052734e+00,7.053368568420410156e+00,7.301056861877441406e+00,5.504484176635742188e+00,5.177191257476806641e+00,1.303433060646057129e+00,2.321332544088363647e-01,5.423647880554199219e+00,2.946837663650512695e+00,2.711353540420532227e+00,4.874183177947998047e+00,5.144537925720214844e+00
2.153589248657226562e+01,7.146470546722412109e+00,8.909970283508300781e+00,5.343826770782470703e+00,7.539292335510253906e+00,7.427953243255615234e+00,5.525461196899414062e+00,5.185862064361572266e+00,1.947200894355773926e+00,1.974095553159713745e-01,5.428452968597412109e+00,2.337386608123779297e+00,2.549226045608520508e+00,4.902685642242431641e+00,5.173936367034912109e+00
2.203672790527343750e+01,6.724185466766357422e+00,8.846769332885742188e+00,5.255382061004638672e+00,7.901746749877929688e+00,7.554697990417480469e+00,5.569432258605957031e+00,5.197014331817626953e+00,2.937715291976928711e+00,1.926481723785400391e-01,5.279544830322265625e+00,1.836243391036987305e+00,2.370497703552246094e+00,4.899232864379882812e+00,5.186223030090332031e+00
2.253756332397460938e+01,6.698736667633056641e+00,8.710009574890136719e+00,5.470987796783447266e+00,8.175062179565429688e+00,7.670607089996337891e+00,5.625369548797607422e+00,5.209558486938476562e+00,3.508091926574707031e+00,2.576376497745513916e-01,5.456206321716308594e+00,1.434896349906921387e+00,2.186361789703369141e+00,4.872742652893066406e+00,5.186706542968750000e+00
2.303839683532714844e+01,6.901873111724853516e+00,8.705225944519042969e+00,6.358113288879394531e+00,8.355296134948730469e+00,7.781647205352783203e+00,5.684857368469238281e+00,5.224777221679687500e+00,4.294639587402343750e+00,4.280066192150115967e-01,5.973151683807373047e+00,1.179390907287597656e+00,2.002596378326416016e+00,4.832333564758300781e+00,5.181175231933593750e+00
2.353923225402832031e+01,8.121384620666503906e+00,9.264805793762207031e+00,8.915718078613281250e+00,8.322068214416503906e+00,7.911464214324951172e+00,5.723754405975341797e+00,5.249432563781738281e+00,6.087639808654785156e+00,2.855101585388183594e+00,3.525601625442504883e+00,1.250470042228698730e+00,1.768831729888916016e+00,4.799549102783203125e+00,5.161949157714843750e+00
2.404006767272949219e+01,7.339300632476806641e+00,8.950839042663574219e+00,8.840886116027832031e+00,8.403106689453125000e+00,8.004539489746093750e+00,5.784254550933837891e+00,5.264241695404052734e+00,5.149252891540527344e+00,4.621251583099365234e+00,1.934103012084960938e+00,1.049329161643981934e+00,1.603746891021728516e+00,4.742409229278564453e+00,5.150773048400878906e+00
2.454090118408203125e+01,6.575080871582031250e+00,8.435862541198730469e+00,8.650485038757324219e+00,8.494213104248046875e+00,8.085467338562011719e+00,5.843528270721435547e+00,5.275735378265380859e+00,5.431766033172607422e+00,5.016133785247802734e+00,1.986478924751281738e+00,8.683800101280212402e-01,1.462075233459472656e+00,4.683203697204589844e+00,5.141735553741455078e+00
2.504173660278320312e+01,5.858601570129394531e+00,7.762276172637939453e+00,8.347249031066894531e+00,8.530900955200195312e+00,8.161224365234375000e+00,5.897411346435546875e+00,5.286766052246093750e+00,5.864634990692138672e+00,5.329617977142333984e+00,2.426565408706665039e+00,7.537288069725036621e-01,1.327967882156372070e+00,4.626743793487548828e+00,5.132318496704101562e+00
2.554257011413574219e+01,5.133699417114257812e+00,6.821331977844238281e+00,7.859226703643798828e+00,8.527647018432617188e+00,8.229164123535156250e+00,5.947881698608398438e+00,5.296899795532226562e+00,6.094202041625976562e+00,5.488621234893798828e+00,3.029978752136230469e+00,6.869637966156005859e-01,1.208177089691162109e+00,4.572641372680664062e+00,5.123387813568115234e+00
2.604340553283691406e+01,4.513439178466796875e+00,5.634714603424072266e+00,7.158035278320312500e+00,8.500619888305664062e+00,8.295469284057617188e+00,5.992940902709960938e+00,5.306916236877441406e+00,6.134386539459228516e+00,5.629542350769042969e+00,3.702847957611083984e+00,6.544721722602844238e-01,1.091297030448913574e+00,4.523679733276367188e+00,5.114428997039794922e+00
2.654424095153808594e+01,4.098798274993896484e+00,4.710066318511962891e+00,6.407314300537109375e+00,8.469182014465332031e+00,8.359062194824218750e+00,6.032770156860351562e+00,5.316791534423828125e+00,6.313024520874023438e+00,6.002508640289306641e+00,4.503656864166259766e+00,6.420199871063232422e-01,9.802467226982116699e-01,4.480194091796875000e+00,5.105591297149658203e+00
2.704507446289062500e+01,3.805544137954711914e+00,4.051091194152832031e+00,5.670909881591796875e+00,8.438856124877929688e+00,8.418669700622558594e+00,6.068856239318847656e+00,5.326088905334472656e+00,6.505192756652832031e+00,6.373275279998779297e+00,5.257643699645996094e+00,6.457972526550292969e-01,8.778470754623413086e-01,4.440939426422119141e+00,5.097342967987060547e+00
2.754590988159179688e+01,3.597053527832031250e+00,3.609775066375732422e+00,5.036937236785888672e+00,8.413373947143554688e+00,8.474181175231933594e+00,6.101644039154052734e+00,5.334717273712158203e+00,6.665021896362304688e+00,6.666800022125244141e+00,5.863410949707031250e+00,6.629375815391540527e-01,7.845913767814636230e-01,4.405588150024414062e+00,5.089806079864501953e+00
2.804674530029296875e+01,3.450264453887939453e+00,3.325078248977661133e+00,4.546178817749023438e+00,8.395330429077148438e+00,8.525219917297363281e+00,6.131385326385498047e+00,5.342606544494628906e+00,6.787354469299316406e+00,6.881407737731933594e+00,6.316978931427001953e+00,6.900159120559692383e-01,7.012681365013122559e-01,4.373882293701171875e+00,5.083034515380859375e+00
2.854757881164550781e+01,3.347170114517211914e+00,3.144801378250122070e+00,4.191151618957519531e+00,8.386335372924804688e+00,8.571218490600585938e+00,6.158321857452392578e+00,5.349732875823974609e+00,6.879252433776855469e+00,7.036278724670410156e+00,6.653263092041015625e+00,7.241233587265014648e-01,6.286945939064025879e-01,4.345581054687500000e+00,5.077056884765625000e+00
2.904841423034667969e+01,3.273928165435791016e+00,3.032671213150024414e+00,3.946613311767578125e+00,8.387477874755859375e+00,8.611805915832519531e+00,6.182704448699951172e+00,5.356115341186523438e+00,6.949237823486328125e+00,7.150498867034912109e+00,6.908363342285156250e+00,7.633000612258911133e-01,5.670719146728515625e-01,4.320458889007568359e+00,5.071864604949951172e+00
2.954924964904785156e+01,3.220412254333496094e+00,2.965520620346069336e+00,3.787796258926391602e+00,8.399523735046386719e+00,8.647001266479492188e+00,6.204739570617675781e+00,5.361797809600830078e+00,7.004331111907958984e+00,7.238246917724609375e+00,7.109393119812011719e+00,8.064845800399780273e-01,5.157847404479980469e-01,4.298274993896484375e+00,5.067401409149169922e+00
3.005008316040039062e+01,3.179400682449340820e+00,2.929051399230957031e+00,3.696485757827758789e+00,8.423075675964355469e+00,8.677202224731445312e+00,6.224658012390136719e+00,5.366851329803466797e+00,7.049685001373291016e+00,7.309152126312255859e+00,7.275063991546630859e+00,8.532726168632507324e-01,4.736337363719940186e-01,4.278800964355468750e+00,5.063601970672607422e+00
3.055091857910156250e+01,3.145684957504272461e+00,2.914559125900268555e+00,3.661173820495605469e+00,8.458652496337890625e+00,8.703021049499511719e+00,6.242708683013916016e+00,5.371364116668701172e+00,7.088962078094482422e+00,7.369615554809570312e+00,7.418241024017333984e+00,9.037283062934875488e-01,4.392000734806060791e-01,4.261827945709228516e+00,5.060399055480957031e+00
3.105175209045410156e+01,3.115394353866577148e+00,2.916779518127441406e+00,3.675552606582641602e+00,8.506637573242187500e+00,8.725183486938476562e+00,6.259102821350097656e+00,5.375400066375732422e+00,7.124765396118164062e+00,7.423916816711425781e+00,7.547810554504394531e+00,9.582665562629699707e-01,4.111156463623046875e-01,4.247125148773193359e+00,5.057719707489013672e+00
3.155258750915527344e+01,3.085084676742553711e+00,2.932643651962280273e+00,3.738322734832763672e+00,8.567554473876953125e+00,8.744426727294921875e+00,6.274110317230224609e+00,5.379044055938720703e+00,7.158898830413818359e+00,7.474805831909179688e+00,7.670489311218261719e+00,1.017588019371032715e+00,3.881965577602386475e-01,4.234526634216308594e+00,5.055516242980957031e+00
3.205342102050781250e+01,3.051186561584472656e+00,2.960099935531616211e+00,3.851402282714843750e+00,8.641889572143554688e+00,8.761504173278808594e+00,6.287940502166748047e+00,5.382353782653808594e+00,7.192494869232177734e+00,7.523685455322265625e+00,7.791320323944091797e+00,1.082659721374511719e+00,3.694986701011657715e-01,4.223846435546875000e+00,5.053731441497802734e+00
3.255425643920898438e+01,3.008439302444458008e+00,2.996799945831298828e+00,4.019271850585937500e+00,8.730409622192382812e+00,8.777213096618652344e+00,6.300881862640380859e+00,5.385403156280517578e+00,7.225744724273681641e+00,7.569905281066894531e+00,7.914488315582275391e+00,1.154752850532531738e+00,3.543362021446228027e-01,4.214986801147460938e+00,5.052345752716064453e+00
3.305509185791015625e+01,2.948210239410400391e+00,3.037395954132080078e+00,4.242753505706787109e+00,8.833350181579589844e+00,8.792388916015625000e+00,6.313160419464111328e+00,5.388237476348876953e+00,7.256948471069335938e+00,7.608529567718505859e+00,8.042310714721679688e+00,1.235321044921875000e+00,3.423152863979339600e-01,4.207828044891357422e+00,5.051327705383300781e+00
3.355592727661132812e+01,2.856440782546997070e+00,3.070630311965942383e+00,4.508678436279296875e+00,8.948630332946777344e+00,8.807529449462890625e+00,6.324922084808349609e+00,5.390868186950683594e+00,7.280568599700927734e+00,7.626141071319580078e+00,8.173346519470214844e+00,1.326403021812438965e+00,3.333062827587127686e-01,4.202203273773193359e+00,5.050650119781494141e+00
3.405676269531250000e+01,2.724682092666625977e+00,3.084203004837036133e+00,4.781486988067626953e+00,9.065617561340332031e+00,8.821411132812500000e+00,6.335828781127929688e+00,5.393197059631347656e+00,7.287220954895019531e+00,7.604825973510742188e+00,8.298223495483398438e+00,1.433394312858581543e+00,3.268512785434722900e-01,4.197625160217285156e+00,5.050206661224365234e+00
3.455759429931640625e+01,3.341706693172454834e-01,6.190506935119628906e+00,9.194880485534667969e+00,7.610455989837646484e+00,8.941674232482910156e+00,6.192502498626708984e+00,5.453460216522216797e+00,8.827327728271484375e+00,6.598618984222412109e+00,2.523382604122161865e-01,9.344452023506164551e-01,2.420747131109237671e-01,3.980545997619628906e+00,5.005485057830810547e+00
3.505842971801757812e+01,9.260306954383850098e-01,5.729812622070312500e+00,9.631454467773437500e+00,9.321763038635253906e+00,9.282343864440917969e+00,6.357303142547607422e+00,5.511470794677734375e+00,8.411299705505371094e+00,3.475021600723266602e+00,1.679897457361221313e-01,5.376909375190734863e-01,1.853494793176651001e-01,3.802309751510620117e+00,4.947704792022705078e+00
3.555926513671875000e+01,1.588413238525390625e+00,1.971591353416442871e+00,9.231000900268554688e+00,8.999082565307617188e+00,9.035064697265625000e+00,6.364863872528076172e+00,5.451508045196533203e+00,8.038496017456054688e+00,7.649479389190673828e+00,5.836842656135559082e-01,8.291669487953186035e-01,2.436631619930267334e-01,4.002763748168945312e+00,5.013838291168212891e+00
3.606010055541992188e+01,2.427401304244995117e+00,1.328772068023681641e+00,6.765735626220703125e+00,9.151407241821289062e+00,8.925923347473144531e+00,6.448025226593017578e+00,5.437514781951904297e+00,7.531896114349365234e+00,8.215853691101074219e+00,8.257431030273437500e+00,9.409650564193725586e-01,3.135164380073547363e-01,4.081331729888916016e+00,5.053836345672607422e+00
3.656093597412109375e+01,3.233078479766845703e+00,1.469314932823181152e+00,4.827275753021240234e+00,9.365786552429199219e+00,8.944315910339355469e+00,6.518357753753662109e+00,5.441967487335205078e+00,6.957521915435791016e+00,8.231862068176269531e+00,8.880798339843750000e+00,1.722492575645446777e+00,3.313181698322296143e-01,4.108409881591796875e+00,5.062458515167236328e+00
3.706177139282226562e+01,3.889125585556030273e+00,2.000892400741577148e+00,3.232794284820556641e+00,9.469784736633300781e+00,8.920212745666503906e+00,6.614996910095214844e+00,5.435127735137939453e+00,6.448595046997070312e+00,7.930595874786376953e+00,8.504281997680664062e+00,3.140163898468017578e+00,4.136947393417358398e-01,4.108501911163330078e+00,5.081571102142333984e+00
3.756260299682617188e+01,4.399866104125976562e+00,2.695427417755126953e+00,2.428227424621582031e+00,9.368508338928222656e+00,8.795297622680664062e+00,6.741192340850830078e+00,5.420585155487060547e+00,5.988254547119140625e+00,7.423930168151855469e+00,7.722853660583496094e+00,4.152737140655517578e+00,6.333243846893310547e-01,4.086194038391113281e+00,5.118683815002441406e+00
3.806343841552734375e+01,4.794709682464599609e+00,3.432605504989624023e+00,2.100907325744628906e+00,9.101161956787109375e+00,8.558436393737792969e+00,6.780114173889160156e+00,5.364652633666992188e+00,5.585048675537109375e+00,6.758745670318603516e+00,7.169422626495361328e+00,4.788802623748779297e+00,1.043403625488281250e+00,3.996811866760253906e+00,5.136187553405761719e+00
